-181.273, 47.359, 4.645, 11.698
-181.274, 47.202, 4.707, 11.731
-181.275, 47.043, 4.782, 11.764
-181.277, 46.881, 4.855, 11.797
-181.278, 46.717, 4.906, 11.830
-181.279, 46.553, 4.919, 11.863
-181.281, 46.390, 4.896, 11.896
-181.282, 46.228, 4.859, 11.929
-181.283, 46.067, 4.825, 11.962
-181.285, 45.907, 4.806, 11.995
-181.286, 45.747, 4.814, 12.028
-181.287, 45.586, 4.852, 12.061
-181.289, 45.422, 4.913, 12.094
-181.290, 45.256, 4.986, 12.127
-181.292, 45.088, 5.059, 12.160
-181.293, 44.918, 5.110, 12.193
-181.295, 44.747, 5.123, 12.226
-181.296, 44.577, 5.098, 12.259
-181.298, 44.408, 5.059, 12.292
-181.299, 44.241, 5.020, 12.325
-181.301, 44.075, 4.987, 12.358
-181.302, 43.909, 4.992, 12.391
-181.304, 43.742, 5.025, 12.424
-181.305, 43.573, 5.081, 12.457
-181.307, 43.401, 5.153, 12.490
-181.309, 43.227, 5.232, 12.523
-181.310, 43.050, 5.298, 12.556
-181.312, 42.873, 5.331, 12.589
-181.313, 42.695, 5.321, 12.622
-181.315, 42.519, 5.282, 12.655
-181.316, 42.345, 5.231, 12.688
-181.318, 42.172, 5.185, 12.721
-181.320, 42.001, 5.146, 12.754
-181.321, 41.830, 5.122, 12.787
-181.322, 41.660, 5.113, 12.820
-181.324, 41.489, 5.120, 12.853
-181.325, 41.318, 5.145, 12.886
-181.327, 41.145, 5.188, 12.919
-181.328, 40.970, 5.250, 12.952
-181.330, 40.793, 5.331, 12.985
-181.331, 40.612, 5.432, 13.018
-181.333, 40.427, 5.538, 13.051
-181.334, 40.240, 5.624, 13.084
-181.336, 40.051, 5.665, 13.117
-181.338, 39.862, 5.660, 13.150
-181.339, 39.675, 5.626, 13.183
-181.341, 39.489, 5.580, 13.216
-181.342, 39.305, 5.533, 13.249
-181.343, 39.122, 5.493, 13.282
-181.345, 38.940, 5.467, 13.315
-181.346, 38.758, 5.460, 13.348
-181.348, 38.576, 5.471, 13.381
-181.349, 38.393, 5.500, 13.414
-181.350, 38.208, 5.547, 13.447
-181.352, 38.021, 5.614, 13.480
-181.353, 37.831, 5.699, 13.513
-181.354, 37.638, 5.802, 13.546
-181.355, 37.441, 5.902, 13.579
-181.357, 37.242, 5.970, 13.612
-181.358, 37.042, 5.989, 13.645
-181.359, 36.843, 5.966, 13.678
-181.361, 36.646, 5.917, 13.711
-181.362, 36.451, 5.857, 13.744
-181.363, 36.258, 5.798, 13.777
-181.364, 36.067, 5.747, 13.810
-181.365, 35.877, 5.712, 13.843
-181.366, 35.687, 5.698, 13.876
-181.367, 35.497, 5.703, 13.909
-181.368, 35.306, 5.726, 13.942
-181.369, 35.114, 5.767, 13.975
-181.370, 34.920, 5.827, 14.008
-181.371, 34.723, 5.907, 14.041
-181.372, 34.523, 6.011, 14.074
-181.373, 34.319, 6.127, 14.107
-181.374, 34.111, 6.225, 14.140
-181.375, 33.902, 6.288, 14.173
-181.376, 33.691, 6.302, 14.206
-181.377, 33.482, 6.277, 14.239
-181.378, 33.274, 6.232, 14.272
-181.379, 33.069, 6.183, 14.305
-181.379, 32.864, 6.141, 14.338
-181.380, 32.661, 6.112, 14.371
-181.381, 32.458, 6.104, 14.404
-181.382, 32.254, 6.115, 14.437
-181.382, 32.049, 6.144, 14.470
-181.383, 31.843, 6.192, 14.503
-181.384, 31.635, 6.261, 14.536
-181.384, 31.423, 6.352, 14.569
-181.385, 31.208, 6.457, 14.602
-181.385, 30.990, 6.549, 14.635
-181.386, 30.769, 6.611, 14.668
-181.386, 30.548, 6.625, 14.701
-181.387, 30.328, 6.598, 14.734
-181.387, 30.110, 6.552, 14.767
-181.388, 29.894, 6.502, 14.800
-181.388, 29.679, 6.461, 14.833
-181.389, 29.464, 6.436, 14.866
-181.389, 29.250, 6.432, 14.899
-181.389, 29.036, 6.446, 14.932
-181.390, 28.820, 6.480, 14.965
-181.390, 28.602, 6.533, 14.998
-181.390, 28.382, 6.607, 15.031
-181.390, 28.159, 6.698, 15.064
-181.391, 27.933, 6.794, 15.097
-181.391, 27.703, 6.877, 15.130
-181.391, 27.472, 6.929, 15.163
-181.391, 27.241, 6.935, 15.196
-181.391, 27.011, 6.905, 15.229
-181.391, 26.783, 6.858, 15.262
-181.391, 26.556, 6.808, 15.295
-181.391, 26.331, 6.770, 15.328
-181.391, 26.106, 6.753, 15.361
-181.391, 25.881, 6.761, 15.394
-181.391, 25.655, 6.788, 15.427
-181.391, 25.427, 6.834, 15.460
-181.391, 25.197, 6.896, 15.493
-181.391, 24.965, 6.971, 15.526
-181.391, 24.730, 7.054, 15.559
-181.391, 24.492, 7.134, 15.592
-181.391, 24.253, 7.198, 15.625
-181.391, 24.011, 7.234, 15.658
-181.391, 23.770, 7.242, 15.691
-181.390, 23.529, 7.238, 15.724
-181.390, 23.288, 7.237, 15.757
-181.390, 23.047, 7.251, 15.790
-181.390, 22.804, 7.284, 15.823
-181.389, 22.560, 7.332, 15.856
-181.389, 22.314, 7.394, 15.889
-181.389, 22.066, 7.463, 15.922
-181.388, 21.815, 7.526, 15.955
-181.388, 21.563, 7.568, 15.988
-181.388, 21.310, 7.581, 16.021
-181.387, 21.058, 7.571, 16.054
-181.387, 20.807, 7.552, 16.087
-181.387, 20.556, 7.540, 16.120
-181.386, 20.304, 7.547, 16.153
-181.386, 20.052, 7.573, 16.186
-181.385, 19.799, 7.616, 16.219
-181.385, 19.543, 7.672, 16.252
-181.384, 19.286, 7.735, 16.285
-181.384, 19.026, 7.796, 16.318
-181.383, 18.765, 7.841, 16.351
-181.383, 18.503, 7.860, 16.384
-181.382, 18.241, 7.857, 16.417
-181.382, 17.980, 7.848, 16.450
-181.381, 17.719, 7.845, 16.483
-181.381, 17.457, 7.860, 16.516
-181.380, 17.194, 7.892, 16.549
-181.379, 16.930, 7.939, 16.582
-181.379, 16.664, 7.996, 16.615
-181.378, 16.395, 8.057, 16.648
-181.377, 16.125, 8.108, 16.681
-181.377, 15.854, 8.137, 16.714
-181.376, 15.583, 8.141, 16.747
-181.375, 15.312, 8.131, 16.780
-181.375, 15.041, 8.120, 16.813
-181.374, 14.771, 8.121, 16.846
-181.373, 14.500, 8.142, 16.879
-181.373, 14.228, 8.178, 16.912
-181.372, 13.954, 8.227, 16.945
-181.371, 13.678, 8.285, 16.978
-181.371, 13.400, 8.344, 17.011
-181.370, 13.120, 8.390, 17.044
-181.369, 12.840, 8.415, 17.077
-181.368, 12.559, 8.418, 17.110
-181.368, 12.279, 8.413, 17.143
-181.367, 11.999, 8.413, 17.176
-181.366, 11.718, 8.429, 17.209
-181.365, 11.437, 8.460, 17.242
-181.365, 11.154, 8.505, 17.275
-181.364, 10.869, 8.560, 17.308
-181.363, 10.581, 8.617, 17.341
-181.362, 10.293, 8.666, 17.374
-181.362, 10.003, 8.697, 17.407
-181.361, 9.713, 8.706, 17.440
-181.360, 9.423, 8.704, 17.473
-181.359, 9.133, 8.702, 17.506
-181.358, 8.843, 8.714, 17.539
-181.357, 8.552, 8.741, 17.572
-181.357, 8.259, 8.782, 17.605
-181.356, 7.965, 8.834, 17.638
-181.355, 7.669, 8.892, 17.671
-181.354, 7.371, 8.945, 17.704
-181.353, 7.072, 8.982, 17.737
-181.352, 6.772, 8.997, 17.770
-181.352, 6.472, 8.997, 17.803
-181.351, 6.173, 8.995, 17.836
-181.350, 5.873, 9.003, 17.869
-181.349, 5.572, 9.028, 17.902
-181.348, 5.270, 9.065, 17.935
-181.347, 4.967, 9.113, 17.968
-181.346, 4.662, 9.169, 18.001
-181.346, 4.354, 9.223, 18.034
-181.345, 4.046, 9.266, 18.067
-181.344, 3.736, 9.291, 18.100
-181.343, 3.426, 9.300, 18.133
-181.342, 3.116, 9.304, 18.166
-181.341, 2.806, 9.316, 18.199
-181.340, 2.495, 9.343, 18.232
-181.339, 2.183, 9.381, 18.265
-181.338, 1.869, 9.430, 18.298
-181.337, 1.553, 9.486, 18.331
-181.336, 1.235, 9.538, 18.364
-181.336, 0.916, 9.578, 18.397
-181.335, 0.596, 9.600, 18.430
-181.334, 0.276, 9.608, 18.463
-181.333, -0.044, 9.614, 18.496
-181.332, -0.365, 9.628, 18.529
-181.331, -0.686, 9.656, 18.562
-181.330, -1.009, 9.695, 18.595
-181.329, -1.334, 9.743, 18.628
-181.328, -1.660, 9.798, 18.661
